review,rating,date,bank,source,sentiment_label,sentiment_score,theme
"The app is grand. but it's missing two things. one is the option to see exchange rates and the other is, when opening the app we would love it if there is the option to input your biometrics directly instead of clicking another button to pop it up.",5,2026-03-31,Dashen Bank,Google Play,positive,0.7184,User Experience
i got question why we can't withdraw my remaining 50 birr..... anyother bank let me with draw any amount but dashnbank is kinda of annoying it says it has 50 has to remain are u somekind of theif or tell me how to fix this😡😡,1,2026-03-28,Dashen Bank,Google Play,negative,-0.4823,General Feedback
ምርጥ ነው።,5,2026-03-22,Dashen Bank,Google Play,neutral,0.0,General Feedback
👍🏿good,5,2026-03-21,Dashen Bank,Google Play,neutral,0.0,User Experience
amaizing app,5,2026-03-17,Dashen Bank,Google Play,neutral,0.0,General Feedback
💯,5,2026-03-17,Dashen Bank,Google Play,neutral,0.0,General Feedback
best option,5,2026-03-16,Dashen Bank,Google Play,positive,0.6369,General Feedback
like 🥰,5,2026-03-12,Dashen Bank,Google Play,positive,0.8689,General Feedback
worst application,1,2026-03-11,Dashen Bank,Google Play,negative,-0.6249,General Feedback
so funy,5,2026-03-08,Dashen Bank,Google Play,neutral,0.0,General Feedback
Good luck 👍 for my ambition ✔️💯%,4,2026-03-08,Dashen Bank,Google Play,positive,0.7096,User Experience
ዳሸን ሱፐር አፕ ይለያል,5,2026-03-07,Dashen Bank,Google Play,neutral,0.0,General Feedback
ሁሌ አይሰራም መሽከርከር ብቻ ባላንስ አያሳይ ትራንስፈር አይሰራ አፑ ራሱ አይከፍት ብር ይቆርጣል እንጂ አይልክ ። ወሬ ብቻ 4 ወር አየውት ወሬ ቲሽ,1,2026-03-05,Dashen Bank,Google Play,neutral,0.0,General Feedback
dashen bank super up,5,2026-03-05,Dashen Bank,Google Play,positive,0.5994,General Feedback
good but not fast,1,2026-03-03,Dashen Bank,Google Play,positive,0.2382,User Experience
it works all we need but if there is good internet connection.,3,2026-03-01,Dashen Bank,Google Play,positive,0.5927,User Experience
birhanu debebe getahuu,5,2026-02-27,Dashen Bank,Google Play,neutral,0.0,General Feedback
yes waw,5,2026-02-26,Dashen Bank,Google Play,positive,0.4019,General Feedback
I use this app it's best,5,2026-02-25,Dashen Bank,Google Play,positive,0.6369,General Feedback
"What's the problem with VPN?, i use a local VPN and turning that off for this app sucks",1,2026-02-25,Dashen Bank,Google Play,negative,-0.6369,General Feedback
Thank you. Very nice App.,5,2026-02-25,Dashen Bank,Google Play,positive,0.6801,User Experience
very important,5,2026-02-23,Dashen Bank,Google Play,positive,0.2716,General Feedback
"Dashen Bank SuperApp is user‑friendly, fast, and very convenient for daily banking. Transactions are smooth, and the app keeps improving with useful features. A great digital banking experience overall highly recommended.",5,2026-02-23,Dashen Bank,Google Play,positive,0.8977,Transaction Issues
Biometrc authentication is not working in this updated version.,3,2026-02-23,Dashen Bank,Google Play,neutral,0.0,Feature Request
perfect,5,2026-02-21,Dashen Bank,Google Play,positive,0.5719,General Feedback
One of the best in Ethiopia,5,2026-02-20,Dashen Bank,Google Play,positive,0.6369,General Feedback
Mostly slow or doesn't open altogether. A clumsy app,2,2026-02-16,Dashen Bank,Google Play,neutral,0.0,App Performance
"This is painfully very slow to load, switch between accounts and check balances.",1,2026-02-13,Dashen Bank,Google Play,negative,-0.5267,Transaction Issues
"the app used to work fine, but the last update ruined something even RTGS transfer isn't working",2,2026-02-10,Dashen Bank,Google Play,negative,-0.5789,Transaction Issues
The app is good but sometimes it is lagging,4,2026-02-09,Dashen Bank,Google Play,negative,-0.1779,User Experience
please fix the glitch it has bug,3,2026-02-09,Dashen Bank,Google Play,positive,0.3182,App Performance
Problem Everyday! Not even close to other banking apps. Crashing every time and failed to load most of the time!,1,2026-02-09,Dashen Bank,Google Play,negative,-0.7639,App Performance
This is the worst mobile banking app I've ever used 😡 please improve it.,1,2026-02-07,Dashen Bank,Google Play,neutral,0.0258,Feature Request
The most realistic and modernized financial service in ethiopia i recommend every individual to use this application probably. Always one step ahed 💯,5,2026-02-03,Dashen Bank,Google Play,positive,0.3612,General Feedback
It's very interesting,5,2026-02-02,Dashen Bank,Google Play,positive,0.4576,General Feedback
"The most unreliable, frustrating and worst app I have ever used! imagine being in a restaurant and trying paying bills, but not processing! It is the time you will deeply understand what reliability means.",1,2026-02-01,Dashen Bank,Google Play,negative,-0.6397,General Feedback
"the amount of times I have gone to the bank to get this thing working is a lot. on top of that, it stops working on a random day which means another bank visit. found it to be unreliable",1,2026-01-31,Dashen Bank,Google Play,positive,0.0516,General Feedback
"Disgusting! You can't Buy any goods thinking you will transfer from this app. it is so inconsistent, it is not reliable. The so Called Super app is Super slow. Such a shame! 2/10.",1,2026-01-31,Dashen Bank,Google Play,positive,0.4875,Transaction Issues
መልክ ብቻ,1,2026-01-31,Dashen Bank,Google Play,neutral,0.0,General Feedback
"The app is great but please, please do something with the mini statement and the transactions to CBE 🙏🙏🙏",2,2026-01-31,Dashen Bank,Google Play,positive,0.8151,Transaction Issues
please the app is not working properly. fix this problem soon. it's not loading my balance and not able to transfer fund .,3,2026-01-30,Dashen Bank,Google Play,negative,-0.2083,Transaction Issues
other bank and telebirr didn't work. Niged Bank is much better,1,2026-01-30,Dashen Bank,Google Play,positive,0.4404,General Feedback
It is so boring.....,1,2026-01-30,Dashen Bank,Google Play,negative,-0.4572,General Feedback
"It is the slowest and most problematic app I have used. The app is often busy and does not open properly. Even when it opens, it fails to display my deposit account balance. I have already updated the app, but the issue is still the same. Dashen, please wake up and fix this.",1,2026-01-30,Dashen Bank,Google Play,neutral,-0.012,Transaction Issues
stops working when you need it most.... and its on multiple occasions. and they won't even fix it right away.,1,2026-01-30,Dashen Bank,Google Play,negative,-0.1531,Feature Request
"This app is so laggy and unreliable, can't even make transaction to wallet or other bank. I tried to reinstall the app now i can't even login to the app",1,2026-01-30,Dashen Bank,Google Play,neutral,0.0,Account Access
yes it's the best app,5,2026-01-29,Dashen Bank,Google Play,positive,0.7845,General Feedback
please improve the app function on its not working properly,3,2026-01-29,Dashen Bank,Google Play,positive,0.6369,Feature Request
my dashen is really proud,5,2026-01-24,Dashen Bank,Google Play,positive,0.5256,General Feedback
the new update asks for a pin again & again its annoying fix it,1,2026-01-24,Dashen Bank,Google Play,negative,-0.4019,Feature Request
the best design speed attractive 😍 i love this app,5,2026-01-21,Dashen Bank,Google Play,positive,0.936,User Experience
Good 👍,5,2026-01-21,Dashen Bank,Google Play,positive,0.4404,User Experience
"The user interface and functions are impressive. However, it lags when performing several transactions. It needs attention.",3,2026-01-21,Dashen Bank,Google Play,positive,0.2023,Transaction Issues
it's fast and easy,4,2026-01-20,Dashen Bank,Google Play,positive,0.4404,User Experience
best in class bank,5,2026-01-20,Dashen Bank,Google Play,positive,0.6369,General Feedback
Masha Allah this application platform very active and fast so thank you so much future greater than above transaction other customers uster satisfaction regarding to digitalization of Ethiopia 2030 and world 🌎,5,2026-01-19,Dashen Bank,Google Play,positive,0.8979,Transaction Issues
worst bank ever ...,1,2026-01-19,Dashen Bank,Google Play,negative,-0.6249,General Feedback
dashen: always one stepbahead!,5,2026-01-17,Dashen Bank,Google Play,neutral,0.0,General Feedback
higher like the mountain,5,2026-01-16,Dashen Bank,Google Play,positive,0.3612,General Feedback
verynice app great,5,2026-01-16,Dashen Bank,Google Play,positive,0.6249,User Experience
Important App,4,2026-01-16,Dashen Bank,Google Play,positive,0.2023,General Feedback
please adjust to send to other telebirr wallet,4,2026-01-14,Dashen Bank,Google Play,positive,0.3182,Transaction Issues
ባንችአታላይ ቤዛዊ ትሸዊት ዳሽንባንክ,1,2026-01-10,Dashen Bank,Google Play,neutral,0.0,General Feedback
"Dashen supper app is fast ,secure, user-friendly and reliable app that makes managing my daily transaction .This app gives me total control over my accounts with peace of mind.",5,2026-01-09,Dashen Bank,Google Play,positive,0.7096,Transaction Issues
this app good,5,2026-01-09,Dashen Bank,Google Play,positive,0.4404,User Experience
The old version was much better than the Super App. The Super App has many issues. You should consider rewarding users who report problems to help improve it and truly make it Super,3,2026-01-08,Dashen Bank,Google Play,positive,0.9744,General Feedback
THE WORST BANK. THE WORST APP.,1,2026-01-08,Dashen Bank,Google Play,negative,-0.8481,General Feedback
satisfied,4,2026-01-03,Dashen Bank,Google Play,positive,0.4215,General Feedback
Very bad app I ever saw,1,2026-01-02,Dashen Bank,Google Play,negative,-0.5849,General Feedback
"Very disappointing app. Other bank transfers don’t work at all I keep getting errors. It’s slow, unreliable, and frustrating Please fix this issue until then, I don’t recommend it",1,2025-12-31,Dashen Bank,Google Play,negative,-0.6115,Transaction Issues
best 👌 app,5,2025-12-30,Dashen Bank,Google Play,positive,0.8842,General Feedback
"I have been trying repeatedly to send money to my Telebirr wallet and to another account, but your platform completely fails to process the transactions. This has been nothing but a waste of my time and patience. Your system is unreliable and clearly not working as it should. I also contacted your customer service, hoping for support, but they were useless and unprofessional. They showed zero interest in actually solving the problem and offered no meaningful help at all.👎👎👎",1,2025-12-28,Dashen Bank,Google Play,negative,-0.0699,Transaction Issues
true app,5,2025-12-27,Dashen Bank,Google Play,positive,0.4215,General Feedback
Waw dashen bank my frist choice 👍👍,5,2025-12-26,Dashen Bank,Google Play,neutral,0.0,General Feedback
Am satisfied more enough....with Dashen Bank,5,2025-12-26,Dashen Bank,Google Play,positive,0.4215,General Feedback
it is a pity that this apk is loosing it purpose and focus diverted. this days it is trash. amole is by far better in serving its purpose,1,2025-12-23,Dashen Bank,Google Play,positive,0.1779,General Feedback
telebirr suparapp,5,2025-12-22,Dashen Bank,Google Play,neutral,0.0,General Feedback
"the most experienced app, so nice job dashen bank s.c .",5,2025-12-21,Dashen Bank,Google Play,positive,0.5598,User Experience
it's good app I liked,5,2025-12-21,Dashen Bank,Google Play,positive,0.6908,User Experience
"An interesting app; that is convenient, user friendly, fast & so on... w/c leads the banking services to be digitalized locally and be competitive globally at large. We'r proud of DB!!",5,2025-12-20,Dashen Bank,Google Play,positive,0.8829,General Feedback
i love dashe supper up. keep up my bank,5,2025-12-19,Dashen Bank,Google Play,positive,0.6369,User Experience
goood app,4,2025-12-17,Dashen Bank,Google Play,neutral,0.0,General Feedback
Nice app.,5,2025-12-17,Dashen Bank,Google Play,positive,0.4215,User Experience
dashing bank,5,2025-12-16,Dashen Bank,Google Play,neutral,0.0,General Feedback
it is amazing app and also secure,5,2025-12-16,Dashen Bank,Google Play,positive,0.7351,General Feedback
This app is vey impressive,5,2025-12-15,Dashen Bank,Google Play,positive,0.5106,General Feedback
Great app! Why doesn’t it include digital loan features? Adding this option would be very helpful for customers.,2,2025-12-14,Dashen Bank,Google Play,positive,0.8169,User Experience
"Simple, updated and all enclosive so I prefer it🙏",5,2025-12-12,Dashen Bank,Google Play,neutral,0.0,User Experience
"great app,thanks dashen",5,2025-12-12,Dashen Bank,Google Play,positive,0.6249,User Experience
its good app,5,2025-12-12,Dashen Bank,Google Play,positive,0.4404,User Experience
"The UI/UX appears well-designed, but it has some critical issues that need attention, such as the inability to display full transaction histories and the presence of numerous mini-apps within a single card view, making it difficult to locate individual mini-apps easily.",4,2025-12-11,Dashen Bank,Google Play,negative,-0.7684,Transaction Issues
it is so fantastic and user friendly app. Bravo Dashen bank thanks.,5,2025-12-09,Dashen Bank,Google Play,positive,0.8937,General Feedback
አፑ ቆንጆ ነው ለምንጅነው አሞሌ ላይ ያሉ እሱ ላይ የሌሉት?,3,2025-12-07,Dashen Bank,Google Play,neutral,0.0,General Feedback
ilike this app,5,2025-12-07,Dashen Bank,Google Play,neutral,0.0,General Feedback
it was perfect but sending money to telebirr isn't available,2,2025-12-06,Dashen Bank,Google Play,positive,0.3291,Transaction Issues
dashen super app easy to use,5,2025-12-05,Dashen Bank,Google Play,positive,0.7783,User Experience
Dashen Bank always one step a head,5,2025-12-05,Dashen Bank,Google Play,neutral,0.0,General Feedback
Not good,1,2025-12-05,Dashen Bank,Google Play,negative,-0.3412,User Experience
why you always say update.,5,2025-12-04,Dashen Bank,Google Play,neutral,0.0,Feature Request
it's very expressive and fast and easy to Use.,5,2025-12-04,Dashen Bank,Google Play,positive,0.4404,User Experience
Dashn Bank is fast and easy,5,2025-12-04,Dashen Bank,Google Play,positive,0.4404,User Experience
this bank is very nice to me,5,2025-12-04,Dashen Bank,Google Play,positive,0.4754,User Experience
it's the best mobile banking app I ever seen,5,2025-12-04,Dashen Bank,Google Play,positive,0.6369,General Feedback
ምቹ እና ቀላል ምርጥ መተግበሪያ ነው ወድጄዋለሁ ።,5,2025-12-04,Dashen Bank,Google Play,neutral,0.0,General Feedback
than u,5,2025-12-03,Dashen Bank,Google Play,neutral,0.0,General Feedback
Interesting App.,5,2025-12-03,Dashen Bank,Google Play,positive,0.4019,General Feedback
it takes time to login. but after login its good but sometimes unexpected termination occur in which rises untrust to use usually the app. Because of this am forcely using other bank applications.,3,2025-12-03,Dashen Bank,Google Play,positive,0.5927,Account Access
good jop,5,2025-12-03,Dashen Bank,Google Play,positive,0.4404,User Experience
I always receive excellent service & follow up. they strive to complete customer needs. they always available. I am totally happy with Dashen services given. Thanks. Blessings.,5,2025-12-03,Dashen Bank,Google Play,positive,0.9336,Feature Request
ፍፁምውርቁያደቴ,5,2025-12-02,Dashen Bank,Google Play,neutral,0.0,General Feedback
ይህ መተግበሪያ በውስጡ የያዘው አገልግሎት ብጣም ጥሩ ነው ነገር ግን በሁሉም የሞባይል device ላይ ሲጫን እና transaction ስንሰራ በጣም ቀርፍፍ እና እዝጋሚ ነው በትንሽ Network መስራት እንዲችል አድርጋቹህ አበልፅጉት አስተካክሉት (customer),3,2025-12-02,Dashen Bank,Google Play,neutral,0.0,Transaction Issues
exelent,5,2025-12-02,Dashen Bank,Google Play,neutral,0.0,General Feedback
BeREkT,1,2025-12-02,Dashen Bank,Google Play,neutral,0.0,General Feedback
"the is always under mentenance, or temporarily unavailable and they're adding features no one is looking for at the cost of not being able to use the app in the first place.",1,2025-12-02,Dashen Bank,Google Play,negative,-0.296,Feature Request
Dashen bank is my first choice it's best bank for me and super app is easy to use anything and it's bery fast.,5,2025-12-02,Dashen Bank,Google Play,positive,0.9001,User Experience
"its Good App when we compare to others but when we enter our code,it takes too long to open the apps fix it please",4,2025-12-01,Dashen Bank,Google Play,positive,0.5994,User Experience
easy to use and comfortable.,5,2025-12-01,Dashen Bank,Google Play,positive,0.7351,User Experience
when u release update its always a problem,5,2025-12-01,Dashen Bank,Google Play,negative,-0.4019,Feature Request
primary choice,5,2025-12-01,Dashen Bank,Google Play,neutral,0.0,General Feedback
its use friendly,4,2025-12-01,Dashen Bank,Google Play,positive,0.4939,General Feedback
"The apk need time to open the passward page immediately , and lagging.",1,2025-12-01,Dashen Bank,Google Play,negative,-0.2732,Feature Request
"this app is not good it's, access are limited and u guys are working only on it's graphics we need it for banking activities not for game. make it more active and better its dormant. i don't like it cbe is better than.",1,2025-11-30,Dashen Bank,Google Play,positive,0.5633,User Experience
very smart App easy to use and friendly,5,2025-11-29,Dashen Bank,Google Play,positive,0.854,User Experience
Very exemplery App to other Bank Aps !,5,2025-11-29,Dashen Bank,Google Play,neutral,0.0,General Feedback
It Is An Amazing app,4,2025-11-28,Dashen Bank,Google Play,positive,0.5859,General Feedback
"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen Bank,Google Play,positive,0.8442,User Experience
What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen Bank,Google Play,positive,0.3736,General Feedback
Exceptional Product.,5,2025-11-23,Dashen Bank,Google Play,neutral,0.0,General Feedback
very easy app,3,2025-11-23,Dashen Bank,Google Play,positive,0.4927,User Experience
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Dashen Bank,Google Play,positive,0.9722,Transaction Issues
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Dashen Bank,Google Play,neutral,0.0,General Feedback
"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Dashen Bank,Google Play,negative,-0.2411,Transaction Issues
"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen Bank,Google Play,neutral,0.0,General Feedback
with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen Bank,Google Play,positive,0.5994,Feature Request
eyita tips,1,2025-11-15,Dashen Bank,Google Play,neutral,0.0,General Feedback
clear and presize,5,2025-11-15,Dashen Bank,Google Play,positive,0.3818,General Feedback
smooth and easy!!!,5,2025-11-14,Dashen Bank,Google Play,positive,0.5826,User Experience
I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Dashen Bank,Google Play,positive,0.7717,User Experience
"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen Bank,Google Play,positive,0.5994,Transaction Issues
Very nice App.,5,2025-11-14,Dashen Bank,Google Play,positive,0.4754,User Experience
system failure transfer to others account,2,2025-11-13,Dashen Bank,Google Play,negative,-0.5106,Transaction Issues
thank you,1,2025-11-13,Dashen Bank,Google Play,positive,0.3612,General Feedback
"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Dashen Bank,Google Play,positive,0.1655,User Experience
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen Bank,Google Play,positive,0.5719,Transaction Issues
wow dashen bank super app,5,2025-11-12,Dashen Bank,Google Play,positive,0.8271,General Feedback
"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Dashen Bank,Google Play,negative,-0.4312,App Performance
very nice app I have ever seen,5,2025-11-10,Dashen Bank,Google Play,positive,0.4754,User Experience
NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Dashen Bank,Google Play,negative,-0.9205,Feature Request
it's good but is not fast,5,2025-11-09,Dashen Bank,Google Play,positive,0.2382,User Experience
your financial system must improved,4,2025-11-09,Dashen Bank,Google Play,positive,0.4767,General Feedback
your service is too good,5,2025-11-09,Dashen Bank,Google Play,positive,0.4404,User Experience
good experience,5,2025-11-09,Dashen Bank,Google Play,positive,0.4404,User Experience
"Amazing app, 👏",5,2025-11-07,Dashen Bank,Google Play,positive,0.5859,General Feedback
wooow,5,2025-11-07,Dashen Bank,Google Play,neutral,0.0,General Feedback
Nice app,5,2025-11-07,Dashen Bank,Google Play,positive,0.4215,User Experience
"easy to use, friendly",5,2025-11-06,Dashen Bank,Google Play,positive,0.7269,User Experience
"12yr more LC, UCP & ICC & loan",5,2025-11-06,Dashen Bank,Google Play,neutral,0.0,General Feedback
"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Dashen Bank,Google Play,negative,-0.6167,General Feedback
amzing,5,2025-11-06,Dashen Bank,Google Play,neutral,0.0,General Feedback
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Dashen Bank,Google Play,positive,0.9722,Transaction Issues
betam kerfafa naw,1,2025-11-05,Dashen Bank,Google Play,neutral,0.0,General Feedback
exceptional,5,2025-11-05,Dashen Bank,Google Play,neutral,0.0,General Feedback
worst app ever,1,2025-11-05,Dashen Bank,Google Play,negative,-0.6249,General Feedback
"Dashen, always two step ahead.",5,2025-11-05,Dashen Bank,Google Play,neutral,0.0,General Feedback
"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,2025-11-05,Dashen Bank,Google Play,positive,0.2023,Feature Request
i am using,5,2025-11-05,Dashen Bank,Google Play,neutral,0.0,General Feedback
It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,2025-11-05,Dashen Bank,Google Play,positive,0.9186,General Feedback
wonderful app,5,2025-11-05,Dashen Bank,Google Play,positive,0.5719,General Feedback
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",5,2025-11-05,Dashen Bank,Google Play,positive,0.9306,User Experience
its supper,5,2025-11-04,Dashen Bank,Google Play,neutral,0.0,General Feedback
it's so boring,1,2025-11-04,Dashen Bank,Google Play,negative,-0.3804,General Feedback
Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Dashen Bank,Google Play,positive,0.8658,General Feedback
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen Bank,Google Play,positive,0.7829,General Feedback
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Dashen Bank,Google Play,positive,0.0854,General Feedback
wow dashen bank,5,2025-11-03,Dashen Bank,Google Play,positive,0.5859,General Feedback
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Dashen Bank,Google Play,neutral,0.0,General Feedback
"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen Bank,Google Play,neutral,0.0,Transaction Issues
it's too slow,1,2025-11-01,Dashen Bank,Google Play,neutral,0.0,App Performance
"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Dashen Bank,Google Play,positive,0.3415,App Performance
"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Dashen Bank,Google Play,negative,-0.9272,Transaction Issues
app is too slow not opening fast,1,2025-10-31,Dashen Bank,Google Play,neutral,0.0,App Performance
"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen Bank,Google Play,positive,0.7579,User Experience
very nise good,5,2025-10-30,Dashen Bank,Google Play,positive,0.4902,User Experience
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Dashen Bank,Google Play,neutral,0.0,General Feedback
Excellent promotion,5,2025-10-30,Dashen Bank,Google Play,positive,0.5719,General Feedback
viry good,5,2025-10-29,Dashen Bank,Google Play,positive,0.4404,User Experience
"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",5,2025-10-29,Dashen Bank,Google Play,positive,0.9094,User Experience
it is the worst app ever istg 🤮🤮🤮,1,2025-10-29,Dashen Bank,Google Play,negative,-0.6249,General Feedback
"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",5,2025-10-28,Dashen Bank,Google Play,positive,0.9617,User Experience
"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",5,2025-10-28,Dashen Bank,Google Play,negative,-0.17,App Performance
"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Dashen Bank,Google Play,positive,0.9712,User Experience
"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",5,2025-10-28,Dashen Bank,Google Play,positive,0.6696,General Feedback
"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Dashen Bank,Google Play,positive,0.8377,Transaction Issues
It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Dashen Bank,Google Play,positive,0.8028,General Feedback
This app has replaced several others for me. It has everything I need in one place.,5,2025-10-28,Dashen Bank,Google Play,neutral,0.0,Feature Request
"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,2025-10-28,Dashen Bank,Google Play,positive,0.6908,Feature Request
"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Dashen Bank,Google Play,positive,0.7717,General Feedback
I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,5,2025-10-28,Dashen Bank,Google Play,positive,0.8402,User Experience
"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",5,2025-10-28,Dashen Bank,Google Play,positive,0.7901,User Experience
"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",5,2025-10-28,Dashen Bank,Google Play,positive,0.8867,Transaction Issues
"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",5,2025-10-28,Dashen Bank,Google Play,positive,0.6249,Transaction Issues
I love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Dashen Bank,Google Play,positive,0.8313,User Experience
"This is amazing app, as it name ,truly supper.",5,2025-10-28,Dashen Bank,Google Play,positive,0.7717,General Feedback
This is one of the most user friendly and impressive apps I have encountered in the banking sector,5,2025-10-28,Dashen Bank,Google Play,positive,0.7769,General Feedback
"Amazing UI and UX, the dark mode looks absolutely awesome!",5,2025-10-28,Dashen Bank,Google Play,positive,0.8585,General Feedback
The updated design looks amazing. I really appreciate being able to switch between dark and light mode it’s a small change that makes a big difference!,5,2025-10-28,Dashen Bank,Google Play,positive,0.7955,Feature Request
Astonishing interface with ease of access and complete performance,5,2025-10-28,Dashen Bank,Google Play,positive,0.3612,General Feedback
"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",5,2025-10-28,Dashen Bank,Google Play,positive,0.9357,General Feedback
stunning UI with reliable service!,5,2025-10-28,Dashen Bank,Google Play,positive,0.4389,General Feedback
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-10-27,Dashen Bank,Google Play,positive,0.969,Transaction Issues
"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",4,2025-10-22,Dashen Bank,Google Play,positive,0.7845,Feature Request
convinent,5,2025-10-22,Dashen Bank,Google Play,neutral,0.0,General Feedback
it is Excellent April jest continue more abeaten.....,4,2025-10-19,Dashen Bank,Google Play,positive,0.5719,General Feedback
abdrug bentahuuuu,3,2025-10-17,Dashen Bank,Google Play,neutral,0.0,General Feedback
"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Dashen Bank,Google Play,negative,-0.8122,Transaction Issues
Best application,5,2025-10-14,Dashen Bank,Google Play,positive,0.6369,General Feedback
